id,age,occ_title,occ_desc,occ_desig_fromscore,occ_desig,firm_name,firm_type,firm_back_fromscore,occ_oth_title,occ_oth_desc,occ_oth_comp,sector,INDUSTRYSECTOR,sal_a,qual_fromscore,qual_add,educ_fos,exp_fromscore,COMPANYBACKGROUND
5107,37,LEAN MANAGER,"AS HEAD OF LEAN MGMT I'M ASSURING THAT THE LEAN PHILOSOPHY AND ALL RELATED COMMON LEAN MGMT TOOLS / MEASURES ARE IN PLACE AND BEING DEPLOYED ACROSS THE COMPANY.<br/>I CREATE A BEST PRACTICE COMPANY BASED ON THE COMPANY?ÇÖS LEAN PHILOSOPHY AND DRIVE THE CONTINUOUS IMPROVEMENT PROCESS (CIP). I CREATE VALUE THROUGH STANDARDIZATION TO ACHIEVE SUSTAINABILITY THROUGHOUT THE ORGANIZATION. I ESTABLISHING AND MAINTAINING THE 5S PROCESS, VISUAL MANAGEMENT AND TOTAL PRODUCTIVE MAINTENANCE (TPM). I CONDUCT LEAN INTRODUCTION, TRAINING AND EDUCATION FOR ALL EMPLOYEES. I CONTRIBUTE IDEAS AND OPINIONS WHICH ARE IN LINE WITH THE COMPANY?ÇÖS MISSION AND SUPPORTING THE OVERALL PROCESS AND CORPORATE DECISION MAKING. <br/>",Technical Experts,"LEAN MANAGER<br/><br/>RESPONSIBLE IN IDM PROCESSES MANAGEMENT AND VISUAL MANAGEMENT, MANAGE ICT/HEAD OF ICT",STOPPANI SYSTEMS SDN. BHD.,Foreign Owned,"LLC, LFC, Private IHLs, NGO",,,,Electronics & Electrical,OTHERS :ELECTRICAL & ELECTRONIC,22750,Bachelors including Engineering Degree,N/A,N/A,>15 years,"LFC<br/><br/>ITS FINANCIAL FOR LOCAL CO FOR 2013/2014 WERE<br/>REVENUE : RM 29,267<br/>(LOSS) BEFORE & AFTER PROFIT : (RM 3,280)"
5108,70,ASSOCIATE PROFESSOR OF PATHOLOGY,"RESARCH, TEACHING OF MBBS MEDICAL STUDENTS AND SERVICES TO UNIVERSITY, HOSPITAL AND ADMINISTRATION.",Technical Experts,ASSOCIATE PROFESSOR OF PATHOLOGY<br/><br/>HIS SUBJECTS OF SPECIALIZATION INCLUDE CLINICAL PATHOLOGY & FORENSIC PATHOLOGY.,MONASH UNIVERSITY MALAYSIA SDN BHD,,"LLC, LFC, Private IHLs, NGO",ASSISTANT PROFESSOR/ SENIOR LECTURER OF PATHOLOGY,"RESEARCH, ADMINISTRATION AND SOLE RESPONSIBILITY TO RUN THE PATHOLOGY PROGRAM WITH CO-ORDINATION WITH UNIVERSITY OF SHEFFIELD AND UNIVERSITY OF MALAYA. I WAS ALSO RESPONSIBLE TO SET UP THE PATHOLOGY LABORATORY AND THE PATHOLOGY STUDENT MUSEUM.",ROYAL COLLEGE OF MEDICINE PERAK (RCMP),Education,ETP IDENTIFIED I.E. EDUCATION,28492.08398,Master,N/A,N/A,>15 years,IPTS I.E. MONASH
5110,50,GENERAL MANAGER,"RESPONSIBLE FOR LEADING THE EDUCATION DIVISION. THIS INVOLVES SETTING THE EDUCATION STRATEGY AND DIRECTION OF THE COMPANY AND DEVELOPING EDUCATION TRANSFORMATION AND IMPROVEMENT IMPLEMENTATION MODELS AS WELL AS RELATED PROGRAMMES, PRODUCTS, MONITORING FRAMEWORKS AND RESEARCH ON DETERMINING IMPACT. BUILDING LOCAL CAPACITY AND ENSURING SUSTAINABLE OUTCOMES ARE KEY DELIVERABLES. FURTHERMORE THE MONITORING OF IMPLEMENATION STANDARDS, TRAINING OF TEAMS OF LOCAL AND INTERNATIONAL ADVISERS AS WELL AS COMPANY STAFF ON EDUCATION BEST PRACTICES, SUPPORT THE PROFESSIONAL DEVELOPMENT OF ALL STAFF THROUGH RELEVANT TRAINING AND COACHING PROGRAMMES AND LINE MANAGEMENT OF THE EDUCATION DEVELOPMENT TEAM. SUPPORT THE CEO IN DEVELOPMENT OF STAKEHOLDER RELATIONS AND THE EXPANSION OF THE COMPANY'S BUSINESS IN MALAYSIA. RESPONSIBLE FOR COMPANY IP PROCESSES AND CREATION OF COLLABORATIVE RESEARCH PARTNERSHIPS WITH LOCAL AND INTERNATIONAL UNIVERSITIES. INNOVATIVE APPROACHES TO EDUCATION IMPROVEMENT, PROGRAMMES AND PRODUCTS. ",Technical Experts,GENERAL MANAGER<br/><br/>(WITH TECHNICAL EXPERTISE),LEAPED SERVICES SDN BHD,Government Sector,"LLC, LFC, Private IHLs, NGO",,,,Education,ETP IDENTIFIED SECTOR: EDUCATION,44783.33203,Bachelors including Engineering Degree,N/A,N/A,>15 years,LARGE LOCAL COMPANY<br/><br/>LEAPED SERVICES SDN BHD<br/><br/>THE COMPANY IS INVOLVED IN THE TRUST SCHOOL PROGRAM WITH THE MINISTRY OF EDUCATION & KHAZANAH NASIONAL<br/><br/>(http://www.yayasanamir.org.my/?page_id=77) 
5111,38,PROJECT MANAGER,"PROJECT MANAGER, MANAGE N MAINTAIN APPLICATIONS WITH RESPECTIVE INFRASTRUCTURE HOSTED IN DATACENTER ",Technical Experts,SR INFRASTRUCTURE LEAD,SCOPE INTERNATIONAL (M) SDN BHD,Locally Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,IT CONSULTANT,"CONSULTANCY, DESIGN, PROJECT IMPLEMENTATION & CUSTOMIZATION, CONFIGURATION ",E2E INFOTECH (M) SDN. BHD.,ICT,ICT SECTOR<br/><br/>MSC STATUS CO,15208.66699,Bachelors including Engineering Degree,N/A,N/A,5-10 years,"MNC<br/><br/>ITS FINANCIAL FOR 2013 WERE<br/>REVENUE : RM 491,951,900<br/>PROFIT BEFORE TAX : RM 70,080,369<br/>PROFIT AFTER TAX : RM 57,133,800<br/><br/><br/>"
5112,56,SENIOR MANAGER ,1) CONTRIBUTION TO THE DEVELOPMENT OF ANNUAL GOALS AND OBJECTIVES FOR THE COMPANY.<br/>2) ESTABLISH AN EFFECTIVE WORKING RELATIONSHIP WITH THE BOARD OF DIRECTORS AND PROVIDE SUPPORT AND CONSULTATIVE ADVICE REGARDING ALL ASPECTS OF THE COMPANY OPERATION.<br/>3)ANALYSE SALES AND MARKETING REPORTS TO DETERMINE THE COMPANY'S FUTURE DIRECTION.<br/>4)ENSURE THE COMPANY OPERATED WITHIN APPROVED BUDGETS AND OPERATING PLANS ,Top Management (CEO/CFO/COO),"SENIOR MANAGER<br/><br/>ONE OF THE SHAREHOLDER, OWNED 20% SHARES",IRMY UNITED SDN BHD,Joint Venture,Other (SME),,,,Other,OTHERS : IMPORTER & EXPORTER,6000,Bachelors including Engineering Degree,N/A,N/A,>15 years,"SME<br/><br/>ITS FINANCIAL FOR 2013 WERE<br/>REVENUE : RM 248,277<br/>(LOSS) BEFORE TAX : (RM235)<br/>(LOSS) AFTER TAX : (RM 979)<br/>"
5113,35,TECHNICAL ACCOUNT MANAGER,"WORK EXPERIENCE IN DETAIL:<br/>TOTAL EMPLOYMENT EXPERIENCE: 12.1 YEARS<br/><br/>CURRENT ORGANIZATION: NOKIA (M) SDN BHD, A SUBSIDIARY OF MICROSOFT MOBILE OY, (1ST JAN 2009 TILL DATE)<br/><br/>CURRENT POSITION: TECHNICAL ACCOUNT MANAGER (GSM, WCDMA & LTE), 1ST JAN 2009 TILL DATE.<br/><br/>TECHNICAL ACCOUNT RESPONSIBILITY:<br/>- HANDLING ALL 4 MALAYSIAN MOBILE OPERATOR TECHNICAL ACCOUNTS (MAXIS, CELCOM, DIGI & U-MOBILE) FOR NOKIA GSM, WCDMA & LTE MOBILE DEVICES TECHNICAL APPROVALS.<br/>- MALAYSIA CLUSTER INTERNAL PRODUCT ACCEPTANCE AND GTM APPROVAL OF PRODUCTS.<br/>- DEVELOPING AND MAINTAINING OPERATOR RELATIONSHIPS<br/>- WORKING AS A SOLE TECHNICAL POINT OF CONTACT FOR LOCAL PRODUCT MARKETING, RETAIL & SALES OPERATIONS & SALES ACCOUNT TEAMS IN OFFICE.<br/>- WORKING CLOSELY WITH LOCAL PRODUCT MARKETING FOR THE TIMELY DELIVERY OF NEW TECHNOLOGIES AS WELL AS DEVICES TO THE MALAYSIAN MARKET WITH TIMELY INTERNAL/OPERATOR PRODUCT APPROVALS & REGULATORY TYPE APPROVALS.<br/>- PLANNING OF PRODUCT ACCEPTANCE AND TECHNOLOGY TRIAL ACTIVITIES WITH OPERATORS<br/>- TECHNICAL INVESTIGATION AND ANALYSIS OF DEVICE SW / HW ISSUES USING NOKIA INTERNAL MOBILE DEVICE PROTOCOL CAPTURE AND ANALYSIS TOOL FAST TRACE, QUALCOMM QXDM, QCAT, QPST, IP PROTOCOL ANALYSIS TOOL WIRESHARK. MEDIATEK FLASH AND TRACE CATCHER TOOLS. <br/>- REPRESENT OPERATOR?ÇÖS AS WELL LOCAL SALES / MARKETING REQUIREMENTS TO PRODUCT DEVELOPMENT TEAMS.<br/>- IDENTIFICATION OF PRODUCT ACCEPTANCE ISSUES AND ACTIVELY SUGGESTS & IMPLEMENTS PROCESS IMPROVEMENTS.<br/>- ACTIVE COMMUNICATION WITHIN NOKIA WITH ALL RELEVANT PARTIES FOR THE PRODUCT ACCEPTANCE & REGULATORY TYPE APPROVAL STATUS FOR ALL PRODUCTS UNDER TEST WITH DEDICATED COMPANY INTERNAL TRACKING TOOL SMART.<br/>- BUG POSTING AND DOCUMENTATION OF BUG REPORTS TO DATABASES LIKE BUGZILLA TOOLS.<br/>- EXCELLENT DOCUMENTATION, PROTO & LOGISTICAL MANAGEMENT SKILLS.<br/>- GOOD EXPOSURE TO GSM, WCDMA, HSPA, HSPA+ 3GPP SPECIFICATIONS AND HAVING GOOD KNOWLEDGE OF LTE & VOLTE 4TH GENERATION COMMUNICATION TECHNOLOGIES.<br/><br/>COUNTRY SPECIFIC CERTIFICATION RESPONSIBILITY MALAYSIA & BRUNEI:<br/>- REGULATORY PRODUCT APPROVALS FOR NOKIA MOBILE DEVICES (GSM, WCDMA, LTE) AND WIRELESS ACCESSORIES (BLUETOOTH) FROM MALAYSIAN COMMUNICATIONS & MULTIMEDIA COMMISSION (SKMM) CERTIFIED AGENCY SIRIM QAS INTERNATIONAL SDN BHD.<br/>- REGULATORY PRODUCT APPROVALS FROM BRUNEI TELECOMM REGULATOR ?ÇÿAUTHORITY FOR INFO-COMMUNICATIONS TECHNOLOGY INDUSTRY (AITI)?ÇÖ<br/>- FOLLOW-UP CLOSELY WITH GLOBAL CERTIFICATION LABS (CERTIFIED & ACCREDITED) FOR PRODUCT CERTIFICATION DOCUMENTS READINESS & PROCESS KICK START DEADLINES WITH DEDICATED COMPANY INTERNAL TRACKING TOOL SMART.<br/>- TIMELY APPLICATION OF REGULATORY PRODUCT CERTIFICATIONS IN COUNTRY WITH THE REGULATOR?ÇÖS ONLINE APPLICATION PORTAL E-COMM AND KEEP ALL STAKE HOLDERS INCLUDING GLOBAL CERTIFICATION TEAMS, PRODUCT DEVELOPMENT PROGRAMS, REGIONAL AND LOCAL BUSINESS UNITS INFORMED ABOUT THE ESTIMATED DATES OF AVAILABILITY OF THE REGULATORY APPROVAL TO HELP PLAN PRODUCT ROADMAP AND COUNTRY SALES START.<br/>- EXPOSURE TO THE CREATION, VERIFICATION AND ISSUES ESCALATION OF IMPORT PERMITS FOR MOBILE DEVICES FOR MALAYSIAN CUSTOMS AUTHORITY VIA E-PERMIT (DAGANGNET DEVELOPED) ONLINE APPLICATION PORTAL.<br/>- DEVELOP AND MAINTAIN CLOSE WORKING RELATIONSHIP WITH LOCAL REGULATOR WITH REGULAR MEETINGS AND PRODUCTIVE CONVERSATIONS.<br/>- ATTEND TRAININGS AND SEMINARS CONDUCTED BY REGULATORS RELATED TO CERTIFICATION STANDARDS.<br/>- REPRESENT REGULATORY REQUIREMENTS TO GLOBAL CERTIFICATION LABS AND PRODUCT DEVELOPMENT TEAMS.<br/>- GET INTO STRONG AND EFFECTIVE NEGOTIATIONS WITH THE REGULATORY AUTHORITY FOR ANY CERTIFICATION RELATED REQUIREMENTS / AMENDMENTS TO THE CERTIFICATION STANDARDS.<br/>- GOOD EXPOSURE & KNOWLEDGE OF MAJOR CERTIFICATION STANDARDS EMC (EN301489), SAFETY (EN60950), SAR (EN50360 & EN50566), GSM, WCDMA <E (EN301511 & EN301908), WLAN & BLUETOOTH 2.4GHZ BAND (EN300328), 5GHZ RLAN (EN301893), NFC/SRD (EN302291) & VARIOUS EUROPEAN CE AND AMERICAN FCC STANDARDS.<br/><br/>SOFTWARE VARIANT CREATION & MANAGEMENT:<br/>- COLLECT COUNTRY SPECIFIC MOBILE DEVICE SOFTWARE FEATURES, FUNCTIONS, ADD-INS, LOCAL APPLICATION PRELOADS REQUIREMENTS FROM LOCAL PRODUCT MARKETING AND OPERATORS.<br/>- ANALYZE THE REQUIREMENTS AND CREATE MOBILE DEVICE COUNTRY SPECIFIC VARIANTS FOR THE WINDOWS PHONE 8 / 8.1 & ANDROID OPEN SOURCE (SMART), NOKIA SERIES 40 (FEATURE) AS WELL AS SERIES 30+ (FIRST) PLATFORMS OUT OF CORE SOFTWARE RELEASES.<br/>- TIMELY CREATE AND QUALITY CHECK ON THE VARIANTS, ISSUE REPORTING, FOLLOW-UP FOR BUG FIXING WITH IN GLOBAL PRODUCT APPROVAL DEADLINES.<br/>- APPROVAL OF SOFTWARE VARIANT IN MICROSOFT INTERNAL TOOL NUAGE & DELIVER SOFTWARE VARIANT FOR FACTORY PRODUCTION TO ALLOW TIMELY DELIVERY OF PRODUCTS OUT OF FACTORY AND START SALES IN COUNTRY.<br/>- MANAGE OVERALL SOFTWARE VARIANT LIFE CYCLE WITH CREATION, QA & APPROVAL OF COUNTRY VARIANT FOR THE IN-MARKET PRODUCTS UNTIL END OF LIFE PHASE OF THE PRODUCTS.<br/>",Technical Experts,TECHNICAL ACCOUNT MANAGER,NOKIA (M) SDN BHD,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,ICT,ICT,11968.5,Bachelors including Engineering Degree,N/A,N/A,11-15 years,MNC<br/><br/>NOKIA (M) SDN BHD IS A SUBSIDIARY OF MICROSOFT AND IS ALSO AN MSC MALAYSIA STATUS COMPANY (AWARDED THE STATUS IN 1998).
5114,48,"MANAGING DIRECTOR - CASH SOLUTION, MALAYSIA","HEADING THE MARKET LEADER IN CASH SUPPORT SERVICES IN MALAYSIA. THE BUSINESS' 5,000+ WORKFORCE PROVIDES CASH SERVICES SUPPORT TO THE COUNTRY?ÇÖS FINANCIAL INDUSTRY WITH AN ANNUAL TURNOVER OF 70M GBP.<br/>KEY PRODUCTS ARE ?Çô ATM ESTATE MANAGEMENT FOR OVER 75% OF THE NATION'S OUTSOURCED MACHINES, CASH IN TRANSIT BUSINESS WITH 55% MARKET SHARE AND CASH MANAGEMENT SERVICES COVERING CASH SCHEDULING, DEPOSIT MANAGEMENT AND NOTE QUALITY MANAGEMENT.<br/>",Top Management (CEO/CFO/COO),"MANAGING DIRECTOR - CASH SOLUTION, MALAYSIA",G4S MANAGEMENT SERVICES (ASIA PACIFIC) SDN BHD,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,Business Services,ETP IDENTIFIED I.E. BUSINESS SERVICES,69988.91406,Bachelors including Engineering Degree,N/A,N/A,>15 years,"MNC & LISTED ON LONDON STOCK EXCHANGE<br/><br/>THE WORLD\'S LARGEST SECURITY COMPANY MEASURED BY REVENUES<br/><br/>GROUP REVENUE 2013: 7,428 MILLION BRITISH POUND<br/>REVENUE TABLED TO ROC 2014: RM9,037,023<br/>PROFIT AFTER TAX: RM630,490"
5115,44,MANAGING DIRECTOR,"MANAGING,PLANNING, TARGET, OVERALL COMPANY OUTLOOK.",Top Management (CEO/CFO/COO),MANAGING DIRECTOR & SHARE HOLDER<br/><br/>HAS WORKED AS ASST DIRECTOR AT THE CONSULATE GENERAL OF MALAYSIA IN JEDDAH IN 2001<br/><br/>THE WIFE IS CURRENTLY PURSUING PHD IN UKM,SHEEBA HOLDINGS SDN BHD,Joint Venture,Other (SME),,,,Other,OTHERS : IMPORT & EXPORT FOOD & BEVERAGE,10000,Bachelors including Engineering Degree,N/A,N/A,>15 years,"SME<br/><br/>ITS FINANCIAL FOR 2013 WERE<br/>REVENUE : RM 8,389,752<br/>PROFIT BEFORE TAX : RM 10,157<br/>PROFIT AFTER TAX : RM 4,878"
5116,32,L2 AND FLASH MODULE BUSINESS DIRECTOR,DIRECTOR OF OPERATIONS FOR L2 AND FLASH MODULE PRODUCT GROUPS,Technical Experts,L2 AND FLASH MODULE BUSINESS DIRECTOR,PHILIPS LUMILEDS LIGHTING COMPANY SDN BHD,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,SR PROGRAM MANAGER,,PHILIPS ELECTRONICS THAILAND,Electronics & Electrical,ETP IDENTIFIED I.E. ELECTRONICS & ELECTRICAL,25086,PhD/Double Masters/Masters+,N/A,N/A,5-10 years,MNC I.E. PHILIPS<br/><br/>REVENUE TABLED TO ROC 2014: RM2.7 BILLION<br/>PROFIT BEFORE & AFTER TAX: RM206 MILLION
5120,53,CHIEF OPERATING OFFICER,LEAD THE OPERATIONS OF PETRONAS' GLOBAL LUBRICANT BUSINESS ,Technical Experts,COO WITH TECHNICAL EXPERTISE,PETRONAS LUBRICANTS INTERNATIONAL SDN BHD,Government Sector,Mulnationals/GLC/MYS Strong Performers/ITAPS,FUELS TECHNOLOGY MANAGER ASIA/PAC,MANAGING TECHNICAL ASPECTS OF SHELL'S FUELS BUSINESS IN THE ASIA/PAC REGION.,SHELL MALAYSIA,"Oil, Gas & Energy","ETP IDENTIFIED : OIL, GAS & ENERGY",101426.5,Master,N/A,N/A,>15 years,"MSP/GLC<br/><br/>ITS FINANCIAL FOR 2013 WERE<br/>REVENUE : RM 3,504,483,000<br/>PROFIT BEFORE TAX : RM 92,640,000<br/>PROFIT AFTER TAX : RM 49,790,000<br/><br/>"
5121,52,MEDICAL OFFICER GRED UD51,"MEDICAL OFFICER IN CHARGE OF UNIT OPHTHALMOLOGY ( EYE CLINIC)OF HOSPITAL LAHAD DATU.MANAGING ALL PATIENTS REFERRED FROM DISTRICT'S BASIC HEALTH UNITS, PRIVATE CLINICS,OUT PATIENT DEPARTMENT AND INTRA-HOSPITAL REFERRAL FROM DIFFERENT MEDICAL AND SURGICAL DISCIPLINES.ADMITTING PATIENTS FOR MANAGEMENT, PROCEDURES,INVESTIGATIONS AND IF NEEDED REFERRAL TO TERTIARY CARE HOSPITALS.",Technical Experts,PEGAWAI PERUBATAN<br/><br/>KETUA JABATAN OFTALMOLOGI<br/><br/>,"KEMENTARIAN KESHIATAN MALAYSIA, HOSPITAL LAHAD DATU",Government Sector,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,Healthcare,ETP IDENTIFIED : HEALTHCARE,6739.083496,Bachelors including Engineering Degree,N/A,N/A,>15 years,HOSPITAL LAHAD DATU
5122,52,SENIOR FACILITIES MANAGER,MANAGE FACILITIES OPERATIONS AND WORK PLACE SERVICES ACTIVITIES,Technical Experts,SR FACILITY MANAGER,PHILIPS LUMILEDS LIGHTING COMPANY SDN BHD,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,EQUIPMENT ENGINEERING MANAGER,N/A,PHILIPS LUMILEDS LIGHTING COMPANY,Electronics & Electrical,ETP IDENTIFEID : ELECTRONIC/ELECTRICAL,26950.75,Diploma/Vocational/Certificates,N/A,N/A,11-15 years,"MNC/MSP<br/><br/>ITS FINANCIAL FOR 2013 WERE<br/>REVENUE : RM 2,694,631,000<br/>PROFIT BEFORE TAX : RM 206,646,000<br/>PROFIT AFTER TAX : RM 205,638,000"
5125,34,ASSISTANT MANAGER - SYSTEM INNOVATION,LOCAL IT LEADER & PART LEADER OF SYSTEM INNOVATION,Technical Experts,ASSISTANT MANAGER - SYSTEM INNOVATION,SAMSUNG MALAYSIA ELECTRONICS (SME) SDN BHD,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,Electronics & Electrical,ETP IDENTIFIED I.E. ELECTRONICS & ELECTRICAL,11807.25,Bachelors including Engineering Degree,N/A,N/A,11-15 years,"MNC I.E. SAMSUNG<br/><br/>REVENUE TABLED TO ROC 2013: RM6,154,706,000<br/>PROFIT BEFORE TAX: RM118 MILLION<br/>PROFIT AFTER TAX: RM78 MILLION"
5126,41,MRT VIADUCT LAUNCHING SPECIALIST,"MANAGING A TEAM ON KVMRT (V7 PACKAGE) TO ENSURE THAT THE PIER AND VIADUCT CONSTRUCTION ARE CARRIED OUT SAFELY AND IN ACCORDANCE WITH THE SPECIFICATION. RESOLVED TECHNICAL ISSUES AND MONITORING THE REMEDIAL WORKS. CHECKED AS BUILT SURVEYS TO ENSURE GEOMETRICAL CASTING ERRORS REMAIN WITHIN SPECIFIED LIMITS AND ALSO RESPONSIBLE FOR ENSURING THAT LAUNCHING, STRESSING AND GROUTING OPERATIONS AND FOLLOW ON WORKS INCLUDING STITCHING, CONTINUITY STRESSING AND PARAPET INSTALLATION WERE CARRIED OUT SAFELY IN ACCORDANCE WITH THE SPECIFICATION.",Technical Experts,MRT VIADUCT LAUNCHING SPECIALIST,SMHB SDN BHD,Locally Owned,"LLC, LFC, Private IHLs, NGO",PROJECT MANAGER,"INVOLVED IN DESIGN, FABRICATION AND MANAGE THE ASSEMBLY, OPERATION OF BRIDGE CONSTRUCTION EQUIPMENT I.E. MOVABLE SCAFFOLDING SYSTEM (OVERHEAD & UNDER-SLUNG TYPE), LAUNCHING GANTRIES (OVERHEAD AND UNDER-LANE), FORM TRAVELLERS, BEAM LAUNCHERS ETC. FOR CAST-IN-SITU AND PRE-CAST CONCRETE SEGMENTAL CONSTRUCTION ASSIST THE CLIENT TO UNDERTAKE BRIDGE CONSTRUCTION AT EARLY STAGE, RECOMMEND PROCEDURES OF EACH WORK ACTIVITIES AND PREPARE CONSTRUCTION METHOD PRIOR TO THE EXECUTION OF WORKS.",NRS-ASIA (M) SDN BHD & NRSAS (NORWAY),Business Services,ETP IDENTIFIED : BUSINESS SERVICES,12800,Diploma/Vocational/Certificates,N/A,N/A,>15 years,"LLC<br/><br/>REVENUE 2014 (BASED ON AUDITED A/C) : RM 62,223,632<br/>PROFIT BEFORE TAX : RM 15,857,252<br/>PROFIT AFTER TAX : RM 12,059,263"
5127,64,INSTALLATION SUPERINTENDENT ,REPRESENT OPERATIONAL INTERESTS IN DEVELOPMENT AND OPERATION OF OIL FIELD,Technical Experts,INSTALLATION SUPERINTENDENT & OPERATIONS MANAGER,PETROFAC (MALAYSIA-PM 304) LIMITED,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,OFFSHORE PROJECT MANAGER,,PETROCHINA,"Oil, Gas & Energy","ETP IDENTIFIED I.E. OIL, GAS & ENERGY",108671,Diploma/Vocational/Certificates,N/A,N/A,>15 years,"MNC<br/>LISTED ON LONDON STOCK EXCHANGE.<br/><br/>GLOBAL REVENUE 2013: $6,329 MILLION<br/>NO REVENUE TABLED TO ROC SINCE IT IS A LIMITED COMPANY."
5128,44,SENIOR PRODUCTION GEOLOGIST,"SNR PRODUCTION GEOLOGIST (SABAH ASSET)<br/>1.	PROJECT LEAD FOR SOUTH FURIOUS DPA REVISIT 6 INFILL DRILLING CAMPAIGN RESPONSIBLE FOR SCHEDULING ALL SUBSURFACE WORK AND APPROPRIATE INTERNAL AND EXTERNAL REVIEWS AS WELL AS ENSURING TEAM INTEGRATION AND PROMOTING INFORMATION AND DATA SHARING <br/>2.	RESPONSIBLE FOR STAKEHOLDERS ENGAGEMENTS/MANAGEMENT (INTERNAL STAKEHOLDERS - WELL ENGINEERING, FACILITIES ENGINEERING, PRODUCTION OPERATIONS AND PROGRAMMING, FINANCE ETC. AND EXTERNAL STAKEHOLDERS - PMU AND PCSB).<br/>3.	PROJECT GEOLOGIST - SF-DPA REVISIT 6 INFILL DRILLING PROJECT RESPONSIBLE FOR GENERATING HIGH QUALITY BASE CASE SEISMICALLY CONSTRAINED SUBSURFACE STATIC MODEL AND ALTERNATE SUBSURFACE SCENARIOS CAPTURING RANGES OF THE KEY SUBSURFACE/GEOLOGICAL UNCERTAINTIES.<br/>4.	IDENTIFIFIED INFILL TARGETS IN SOUTH FURIOUS FIELD (BROWN FIELD) USING SOUND SUBSURFACE EVALUATION TECHNIQUES (LOCATING THE REMAINING OIL (SWEET SPOT TECHNIQUE)).<br/>5.	PREPARED FDP ADDENDUM AND WELL PROPOSALS FOR THE SF-DPA REVISIT 6 INFILL DRILLING PROJECT IN A MULTI-DISCIPLINARY SETTING FOR THE PURPOSE OF MAXIMIZING HYDROCARBON RECOVERY IN THE FIELD.<br/>6.	EFFECTIVELY SUPPORTS ALL SUBSURFACE ACTIVITIES IN THE SOUTH FURIOUS FIELD THROUGH THE APPLICATION OF SOUND TECHNICAL AND BUSINESS PRINCIPLES. ENSURES RESULTANT PROPOSED FIELD DEVELOPMENT ACTIVITIES MAXIMIZES ULTIMATE RECOVERY AND ECONOMIC PRODUCTION FROM THE FIELD.<br/>7.	IDENTIFY AND RECOMMEND FURTHER DATA ACQUISITION REQUIREMENTS IN SOUTH FURIOUS FIELD FOR DEVELOPMENT / PRODUCTION OPTIMISATION AND UNCERTAINTIES REDUCTION.<br/>8.	PROVIDE GEOLOGICAL INPUT FOR HYDROCARBON IN PLACE VOLUMES UPDATE (ARPR)<br/>9.	SUPPORT WELLS, RESERVOIR AND FACILITIES MANAGEMENT (WRFM) <br/>10.	SUPPORT ALL SUBSURFACE ACTIVITIES IN ALL NORTH SABAH FIELDS THROUGH PEER ASSISTS IN FIELD STUDIES AND SUBSURFACE STATIC MODEL BUILDING.<br/>11.	ENSURE COMPLIANCE TO TECHNICAL AND DATA MANAGEMENT PROCEDURES, STANDARDS AND CUSTOMER-SUPPLIER RELATIONSHIPS.<br/>12.	COACH AND MENTOR YOUNGER PG WITHIN SABAH FMT.",Technical Experts,SENIOR PRODUCTION GEOLOGIST,SARAWAK SHELL BERHAD,Joint Venture,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,"Oil, Gas & Energy","ETP IDENTIFIED I.E. OIL, GAS & ENERGY",92419.41406,Bachelors including Engineering Degree,N/A,N/A,>15 years,MNC I.E. SHELL
5129,46,DIRECTOR OF QUALITY MANAGEMENT ASIA,- FULLY IN CHARGE FOR THE SMOOTH OPERATION FOR ALL STOPPANI FACTORIES IN MALAYSIA- ENSURE THE ALL PRODUCTS COMPLY TO CUSTOMER'S TECHNICAL AND QUALITY SPECIFICATION- INTRODUCE PROJECT MANAGEMENT TOOLS FOR THE PROJECT MANAGEMENT DEPARTMENT- LEAD AND DIRECT ,Technical Experts,DIRECTOR OF QUALITY MANAGEMENT ASIA,STOPPANI SYSTEMS SDN. BHD.,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,Electronics & Electrical,ETP IDENTIFIED I.E. ELECTRONICS & ELECTRICAL,18183.33398,Master,N/A,N/A,>15 years,"MNC<br/><br/>IT IS UNDER THE CONZZETA GROUP WHICH IS AN INTERNATIONALLY ACTIVE SWISS HOLDING COMPANY WITH ACTIVITIES IN THE AREAS OF MACHINERY & SYSTEMS ENGINEERING, FOAM MATERIALS, SPORTING GOODS, GRAPHIC COATINGS AND REAL ESTATE. HAS MORE THAN 3,600 EMPLOYEES.<br/><br/>GROUP REVENUE 2013: RM4,117 MILLION<br/>REVENUE TABLED TO ROC 2014: RM61 MILLION<br/>LOSS BEFORE & AFTER TAX: (RM9 MILLION)"
